Transaction ID,Datetime,Merchant,Category,Amount,Description,Balance
T0002194,2023-03-26 07:22:00,H&M,Social Media Purchases,393.31,Debit at H&M for Social Media Purchases,25576.77
T0002197,2023-03-27 10:16:00,UberEats,Tech Gadgets,135.2,Debit at UberEats for Tech Gadgets,26675.8
T0002200,2023-03-27 21:19:00,Spotify,Streaming Subscription,329.65,Debit at Spotify for Streaming Subscription,27624.16
T0002202,2023-03-28 13:23:00,Spotify,Tech Gadgets,160.89,Debit at Spotify for Tech Gadgets,27944.44
T0002203,2023-03-29 06:22:00,UberEats,Food Delivery,725.69,Debit at UberEats for Food Delivery,27218.75
T0002208,2023-03-31 06:40:00,Shein,Social Media Purchases,409.64,Debit at Shein for Social Media Purchases,28317.9
T0002209,2023-03-31 11:28:00,Sephora,Gaming,274.26,Debit at Sephora for Gaming,28043.64
T0002211,2023-03-31 20:28:00,Shein,Coffee,701.77,Debit at Shein for Coffee,27518.47
T0002212,2023-04-01 11:02:00,UberEats,Clothing,414.51,Debit at UberEats for Clothing,27103.96
T0002215,2023-04-01 18:25:00,PlayStation Store,Coffee,114.69,Debit at PlayStation Store for Coffee,28001.86
T0002221,2023-04-02 12:27:00,Starbucks,Social Media Purchases,688.22,Debit at Starbucks for Social Media Purchases,29867.18
T0002223,2023-04-02 20:54:00,H&M,Gaming,52.74,Debit at H&M for Gaming,30579.96
T0002225,2023-04-03 03:28:00,Spotify,Gaming,960.27,Debit at Spotify for Gaming,30062.59
T0002226,2023-04-03 07:19:00,Netflix,Gaming,987.07,Debit at Netflix for Gaming,29075.52
T0002228,2023-04-03 16:53:00,Starbucks,Gaming,701.25,Debit at Starbucks for Gaming,28800.43
T0002232,2023-04-03 21:56:00,PlayStation Store,Streaming Subscription,754.79,Debit at PlayStation Store for Streaming Subscription,29985.52
T0002234,2023-04-04 05:34:00,H&M,Clothing,501.25,Debit at H&M for Clothing,29717.81
T0002239,2023-04-05 08:40:00,Apple Store,Tech Gadgets,384.55,Debit at Apple Store for Tech Gadgets,31503.17
T0002243,2023-04-05 19:56:00,Spotify,Clothing,354.9,Debit at Spotify for Clothing,33533.7
T0002245,2023-04-05 22:39:00,Starbucks,Tech Gadgets,317.91,Debit at Starbucks for Tech Gadgets,33819.85
T0002250,2023-04-07 00:00:00,Amazon,Coffee,166.45,Debit at Amazon for Coffee,35520.4
T0002251,2023-04-07 04:54:00,PlayStation Store,Food Delivery,248.83,Debit at PlayStation Store for Food Delivery,35271.57
T0002253,2023-04-07 20:41:00,UberEats,Tech Gadgets,327.47,Debit at UberEats for Tech Gadgets,34962.92
T0002255,2023-04-08 06:21:00,Spotify,Streaming Subscription,852.27,Debit at Spotify for Streaming Subscription,34482.64
T0002256,2023-04-08 11:28:00,Apple Store,Gaming,5.05,Debit at Apple Store for Gaming,34477.59
T0002257,2023-04-08 19:33:00,UberEats,Gaming,188.93,Debit at UberEats for Gaming,34288.66
T0002259,2023-04-08 19:38:00,Netflix,Clothing,400.12,Debit at Netflix for Clothing,34839.76
T0002260,2023-04-09 00:14:00,TikTok Shop,Gaming,716.76,Debit at TikTok Shop for Gaming,34123.0
T0002261,2023-04-10 03:34:00,Starbucks,Tech Gadgets,284.11,Debit at Starbucks for Tech Gadgets,33838.89
T0002264,2023-04-10 15:23:00,UberEats,Clothing,216.5,Debit at UberEats for Clothing,34769.01
T0002267,2023-04-11 21:37:00,TikTok Shop,Tech Gadgets,123.9,Debit at TikTok Shop for Tech Gadgets,35443.01
T0002269,2023-04-11 23:26:00,Sephora,Social Media Purchases,328.62,Debit at Sephora for Social Media Purchases,35860.04
T0002275,2023-04-12 21:28:00,Netflix,Coffee,410.38,Debit at Netflix for Coffee,38207.86
T0002277,2023-04-13 12:58:00,PlayStation Store,Tech Gadgets,854.11,Debit at PlayStation Store for Tech Gadgets,37563.13
T0002278,2023-04-13 15:59:00,Starbucks,Coffee,633.51,Debit at Starbucks for Coffee,36929.62
T0002283,2023-04-14 19:46:00,H&M,Beauty Products,157.85,Debit at H&M for Beauty Products,38958.74
T0002284,2023-04-14 23:13:00,Shein,Clothing,446.56,Debit at Shein for Clothing,38512.18
T0002285,2023-04-15 05:12:00,Netflix,Clothing,314.24,Debit at Netflix for Clothing,38197.94
T0002286,2023-04-15 10:09:00,Starbucks,Tech Gadgets,9.07,Debit at Starbucks for Tech Gadgets,38188.87
T0002288,2023-04-16 08:01:00,Amazon,Tech Gadgets,157.94,Debit at Amazon for Tech Gadgets,38037.36
T0002296,2023-04-17 07:41:00,Amazon,Clothing,599.97,Debit at Amazon for Clothing,40772.75
T0002298,2023-04-17 12:11:00,Amazon,Gaming,202.5,Debit at Amazon for Gaming,41227.48
T0002300,2023-04-17 19:52:00,Apple Store,Gaming,839.53,Debit at Apple Store for Gaming,40836.53
T0002305,2023-04-18 00:56:00,Netflix,Social Media Purchases,630.99,Debit at Netflix for Social Media Purchases,41851.43
T0002307,2023-04-18 08:44:00,PlayStation Store,Streaming Subscription,422.1,Debit at PlayStation Store for Streaming Subscription,41453.95
T0002310,2023-04-18 21:10:00,UberEats,Coffee,148.68,Debit at UberEats for Coffee,41487.96
T0002312,2023-04-19 22:58:00,Shein,Clothing,391.77,Debit at Shein for Clothing,41897.3
T0002314,2023-04-20 11:31:00,Shein,Coffee,421.28,Debit at Shein for Coffee,41867.31
T0002315,2023-04-20 13:13:00,PlayStation Store,Gaming,547.32,Debit at PlayStation Store for Gaming,41319.99
T0002316,2023-04-20 15:30:00,UberEats,Coffee,29.17,Debit at UberEats for Coffee,41290.82
T0002317,2023-04-21 02:35:00,Sephora,Beauty Products,63.71,Debit at Sephora for Beauty Products,41227.11
T0002319,2023-04-21 05:59:00,Amazon,Beauty Products,845.9,Debit at Amazon for Beauty Products,41082.27
T0002324,2023-04-22 12:33:00,Netflix,Social Media Purchases,410.95,Debit at Netflix for Social Media Purchases,42515.63
T0002325,2023-04-22 16:55:00,Shein,Coffee,540.87,Debit at Shein for Coffee,41974.76
T0002328,2023-04-23 02:13:00,Netflix,Beauty Products,79.44,Debit at Netflix for Beauty Products,43319.09
T0002329,2023-04-24 11:16:00,PlayStation Store,Beauty Products,520.78,Debit at PlayStation Store for Beauty Products,42798.31
T0002331,2023-04-24 15:00:00,PlayStation Store,Food Delivery,740.06,Debit at PlayStation Store for Food Delivery,42295.25
T0002332,2023-04-25 00:34:00,Shein,Clothing,398.15,Debit at Shein for Clothing,41897.1
T0002333,2023-04-25 02:28:00,PlayStation Store,Tech Gadgets,846.65,Debit at PlayStation Store for Tech Gadgets,41050.45
T0002335,2023-04-25 06:14:00,H&M,Beauty Products,43.37,Debit at H&M for Beauty Products,41743.4
T0002339,2023-04-26 10:04:00,Apple Store,Food Delivery,606.96,Debit at Apple Store for Food Delivery,42634.72
T0002340,2023-04-26 12:57:00,UberEats,Clothing,720.76,Debit at UberEats for Clothing,41913.96
T0002343,2023-04-26 21:46:00,Shein,Beauty Products,680.93,Debit at Shein for Beauty Products,42695.93
T0002344,2023-04-26 23:07:00,TikTok Shop,Tech Gadgets,57.76,Debit at TikTok Shop for Tech Gadgets,42638.17
T0002345,2023-04-27 09:04:00,Shein,Tech Gadgets,598.73,Debit at Shein for Tech Gadgets,42039.44
T0002347,2023-04-27 18:22:00,Starbucks,Beauty Products,955.87,Debit at Starbucks for Beauty Products,41739.55
T0002348,2023-04-27 21:00:00,Amazon,Coffee,148.49,Debit at Amazon for Coffee,41591.06
T0002349,2023-04-27 23:42:00,Spotify,Coffee,579.89,Debit at Spotify for Coffee,41011.17
T0002350,2023-04-28 01:38:00,TikTok Shop,Beauty Products,198.46,Debit at TikTok Shop for Beauty Products,40812.71
T0002351,2023-04-28 04:50:00,Spotify,Social Media Purchases,595.05,Debit at Spotify for Social Media Purchases,40217.66
T0002356,2023-04-29 17:40:00,H&M,Gaming,212.15,Debit at H&M for Gaming,42278.21
T0002358,2023-04-29 20:47:00,Sephora,Tech Gadgets,584.99,Debit at Sephora for Tech Gadgets,41753.88
T0002359,2023-04-30 00:11:00,UberEats,Beauty Products,995.68,Debit at UberEats for Beauty Products,40758.2
T0002360,2023-04-30 09:13:00,Starbucks,Social Media Purchases,353.88,Debit at Starbucks for Social Media Purchases,40404.32
T0002361,2023-04-30 16:03:00,Amazon,Clothing,754.52,Debit at Amazon for Clothing,39649.8
T0002362,2023-04-30 18:36:00,PlayStation Store,Clothing,999.5,Debit at PlayStation Store for Clothing,38650.3
T0002363,2023-04-30 20:21:00,Apple Store,Coffee,253.54,Debit at Apple Store for Coffee,38396.76
T0002365,2023-05-01 00:55:00,H&M,Clothing,800.89,Debit at H&M for Clothing,38452.35
T0002367,2023-05-01 11:22:00,Shein,Tech Gadgets,850.44,Debit at Shein for Tech Gadgets,38141.43
T0002371,2023-05-02 03:18:00,Starbucks,Gaming,106.53,Debit at Starbucks for Gaming,38966.86
T0002372,2023-05-02 08:46:00,UberEats,Social Media Purchases,321.36,Debit at UberEats for Social Media Purchases,38645.5
T0002374,2023-05-02 15:23:00,Spotify,Clothing,708.28,Debit at Spotify for Clothing,38166.58
T0002376,2023-05-03 08:22:00,H&M,Tech Gadgets,296.84,Debit at H&M for Tech Gadgets,38154.68
T0002377,2023-05-03 19:40:00,H&M,Tech Gadgets,760.82,Debit at H&M for Tech Gadgets,37393.86
T0002378,2023-05-04 06:58:00,Shein,Tech Gadgets,93.14,Debit at Shein for Tech Gadgets,37300.72
T0002379,2023-05-04 17:42:00,TikTok Shop,Clothing,679.72,Debit at TikTok Shop for Clothing,36621.0
T0002384,2023-05-06 01:18:00,UberEats,Clothing,894.6,Debit at UberEats for Clothing,37951.55
T0002385,2023-05-06 02:09:00,Amazon,Food Delivery,24.49,Debit at Amazon for Food Delivery,37927.06
T0002386,2023-05-06 05:13:00,Amazon,Clothing,210.63,Debit at Amazon for Clothing,37716.43
T0002387,2023-05-06 06:38:00,Amazon,Beauty Products,716.05,Debit at Amazon for Beauty Products,37000.38
T0002388,2023-05-06 07:27:00,Netflix,Clothing,615.21,Debit at Netflix for Clothing,36385.17
T0002389,2023-05-06 10:59:00,Spotify,Social Media Purchases,672.54,Debit at Spotify for Social Media Purchases,35712.63
T0002391,2023-05-06 19:54:00,Amazon,Streaming Subscription,583.82,Debit at Amazon for Streaming Subscription,35307.3
T0002396,2023-05-07 19:45:00,Sephora,Gaming,504.39,Debit at Sephora for Gaming,36526.19
T0002397,2023-05-07 22:28:00,Shein,Gaming,317.62,Debit at Shein for Gaming,36208.57
T0002399,2023-05-08 03:59:00,Spotify,Food Delivery,100.64,Debit at Spotify for Food Delivery,37077.93
T0002401,2023-05-08 18:18:00,TikTok Shop,Beauty Products,733.41,Debit at TikTok Shop for Beauty Products,36722.18
T0002403,2023-05-08 19:42:00,Shein,Clothing,638.47,Debit at Shein for Clothing,36132.91
T0002405,2023-05-09 02:48:00,Apple Store,Beauty Products,581.88,Debit at Apple Store for Beauty Products,36087.63
T0002411,2023-05-09 11:57:00,Starbucks,Food Delivery,974.2,Debit at Starbucks for Food Delivery,37143.17
T0002412,2023-05-09 12:31:00,TikTok Shop,Tech Gadgets,239.25,Debit at TikTok Shop for Tech Gadgets,36903.92
T0002413,2023-05-09 14:54:00,Amazon,Social Media Purchases,511.89,Debit at Amazon for Social Media Purchases,36392.03
T0002415,2023-05-09 17:17:00,Shein,Tech Gadgets,377.51,Debit at Shein for Tech Gadgets,36072.89
T0002419,2023-05-10 08:09:00,Shein,Social Media Purchases,977.59,Debit at Shein for Social Media Purchases,36405.33
T0002422,2023-05-10 16:20:00,UberEats,Gaming,775.93,Debit at UberEats for Gaming,36390.31
T0002423,2023-05-10 19:40:00,H&M,Coffee,561.77,Debit at H&M for Coffee,35828.54
T0002425,2023-05-10 23:10:00,TikTok Shop,Gaming,311.33,Debit at TikTok Shop for Gaming,36416.1
T0002429,2023-05-11 16:15:00,Amazon,Beauty Products,901.59,Debit at Amazon for Beauty Products,36415.08
T0002431,2023-05-11 17:48:00,PlayStation Store,Streaming Subscription,681.28,Debit at PlayStation Store for Streaming Subscription,35748.17
T0002432,2023-05-11 19:29:00,Starbucks,Beauty Products,91.28,Debit at Starbucks for Beauty Products,35656.89
T0002434,2023-05-12 03:13:00,Starbucks,Beauty Products,861.6,Debit at Starbucks for Beauty Products,35312.75
T0002435,2023-05-12 06:40:00,Shein,Social Media Purchases,713.63,Debit at Shein for Social Media Purchases,34599.12
T0002443,2023-05-13 07:57:00,Apple Store,Tech Gadgets,575.76,Debit at Apple Store for Tech Gadgets,38271.34
T0002444,2023-05-13 11:41:00,Spotify,Gaming,583.88,Debit at Spotify for Gaming,37687.46
T0002445,2023-05-13 17:39:00,Netflix,Gaming,272.79,Debit at Netflix for Gaming,37414.67
T0002447,2023-05-14 00:20:00,Starbucks,Social Media Purchases,855.26,Debit at Starbucks for Social Media Purchases,37157.86
T0002448,2023-05-14 00:34:00,H&M,Gaming,193.22,Debit at H&M for Gaming,36964.64
T0002449,2023-05-14 03:49:00,Starbucks,Shopping,302.64,Debit at Starbucks for Shopping,36662.0
T0002450,2023-05-14 14:21:00,Netflix,Healthcare,612.0,Debit at Netflix for Healthcare,36050.0
T0002451,2023-05-14 20:41:00,Uber,Healthcare,709.61,Debit at Uber for Healthcare,35340.39
T0002452,2023-05-14 21:49:00,Netflix,Groceries,364.4,Debit at Netflix for Groceries,34975.99
T0002455,2023-05-15 07:44:00,Best Buy,Entertainment,938.98,Debit at Best Buy for Entertainment,34435.19
T0002456,2023-05-15 08:15:00,Apple Store,Travel,765.37,Debit at Apple Store for Travel,33669.82
T0002458,2023-05-15 18:29:00,Starbucks,Utilities,894.24,Debit at Starbucks for Utilities,33555.55
T0002459,2023-05-15 18:56:00,Starbucks,Utilities,986.43,Debit at Starbucks for Utilities,32569.12
T0002460,2023-05-16 02:05:00,Airbnb,Shopping,780.22,Debit at Airbnb for Shopping,31788.9
T0002462,2023-05-16 10:26:00,Target,Groceries,216.61,Debit at Target for Groceries,31803.9
T0002463,2023-05-16 10:54:00,Costco,Dining,684.21,Debit at Costco for Dining,31119.69
T0002466,2023-05-17 02:01:00,Apple Store,Utilities,60.31,Debit at Apple Store for Utilities,32296.28
T0002467,2023-05-17 05:56:00,Amazon,Dining,601.68,Debit at Amazon for Dining,31694.6
T0002469,2023-05-17 19:02:00,Target,Shopping,592.05,Debit at Target for Shopping,32069.82
T0002470,2023-05-17 19:53:00,Apple Store,Travel,884.68,Debit at Apple Store for Travel,31185.14
T0002471,2023-05-17 20:02:00,Starbucks,Groceries,550.38,Debit at Starbucks for Groceries,30634.76
T0002473,2023-05-18 15:09:00,Best Buy,Groceries,643.69,Debit at Best Buy for Groceries,30661.92
T0002477,2023-05-19 09:58:00,Starbucks,Dining,20.16,Debit at Starbucks for Dining,31800.44
T0002480,2023-05-20 08:16:00,Amazon,Utilities,134.9,Debit at Amazon for Utilities,32882.37
T0002482,2023-05-21 01:20:00,Apple Store,Groceries,206.46,Debit at Apple Store for Groceries,32887.63
T0002484,2023-05-21 05:17:00,Starbucks,Travel,765.05,Debit at Starbucks for Travel,32894.52
T0002486,2023-05-21 19:37:00,Apple Store,Healthcare,382.4,Debit at Apple Store for Healthcare,33320.52
T0002487,2023-05-22 07:47:00,Uber,Utilities,695.87,Debit at Uber for Utilities,32624.65
T0002492,2023-05-22 19:15:00,Uber,Healthcare,174.46,Debit at Uber for Healthcare,34934.64
T0002493,2023-05-22 21:14:00,Airbnb,Utilities,168.18,Debit at Airbnb for Utilities,34766.46
T0002496,2023-05-23 08:24:00,Starbucks,Healthcare,136.17,Debit at Starbucks for Healthcare,35602.82
T0002502,2023-05-24 21:58:00,Best Buy,Travel,801.87,Debit at Best Buy for Travel,37035.36
T0002505,2023-05-25 21:17:00,Amazon,Entertainment,198.19,Debit at Amazon for Entertainment,36987.56
T0002507,2023-05-27 01:13:00,Costco,Utilities,974.13,Debit at Costco for Utilities,36089.46
T0002508,2023-05-27 04:27:00,Costco,Healthcare,303.8,Debit at Costco for Healthcare,35785.66
T0002509,2023-05-27 04:47:00,Target,Healthcare,885.74,Debit at Target for Healthcare,34899.92
T0002510,2023-05-27 09:40:00,Airbnb,Entertainment,81.32,Debit at Airbnb for Entertainment,34818.6
T0002511,2023-05-27 10:07:00,Target,Healthcare,55.41,Debit at Target for Healthcare,34763.19
T0002515,2023-05-28 02:22:00,Target,Travel,893.35,Debit at Target for Travel,34638.76
T0002517,2023-05-28 12:35:00,Netflix,Utilities,246.49,Debit at Netflix for Utilities,34464.01
T0002519,2023-05-29 10:16:00,Netflix,Entertainment,989.45,Debit at Netflix for Entertainment,33542.14
T0002520,2023-05-29 15:30:00,Walmart,Utilities,333.74,Debit at Walmart for Utilities,33208.4
T0002521,2023-05-29 19:18:00,Airbnb,Groceries,447.51,Debit at Airbnb for Groceries,32760.89
T0002524,2023-05-30 07:39:00,Uber,Entertainment,877.88,Debit at Uber for Entertainment,33503.12
T0002526,2023-05-30 17:50:00,Starbucks,Dining,187.72,Debit at Starbucks for Dining,34051.11
T0002528,2023-05-31 16:33:00,Airbnb,Entertainment,585.69,Debit at Airbnb for Entertainment,34001.46
T0002529,2023-05-31 16:35:00,Amazon,Healthcare,679.91,Debit at Amazon for Healthcare,33321.55
T0002531,2023-05-31 21:04:00,Walmart,Groceries,940.74,Debit at Walmart for Groceries,33330.4
T0002533,2023-06-01 03:07:00,Airbnb,Healthcare,679.46,Debit at Airbnb for Healthcare,33044.33
T0002534,2023-06-01 10:31:00,Airbnb,Shopping,108.81,Debit at Airbnb for Shopping,32935.52
T0002538,2023-06-02 02:34:00,Costco,Entertainment,344.79,Debit at Costco for Entertainment,34773.92
T0002539,2023-06-02 02:37:00,Uber,Travel,183.46,Debit at Uber for Travel,34590.46
T0002541,2023-06-02 09:03:00,Amazon,Travel,456.61,Debit at Amazon for Travel,34140.09
T0002543,2023-06-02 15:59:00,Airbnb,Shopping,524.69,Debit at Airbnb for Shopping,33678.84
T0002545,2023-06-02 21:29:00,Apple Store,Utilities,658.78,Debit at Apple Store for Utilities,33070.36
T0002547,2023-06-03 03:06:00,Netflix,Groceries,673.16,Debit at Netflix for Groceries,32826.57
T0002548,2023-06-03 04:47:00,Airbnb,Travel,213.61,Debit at Airbnb for Travel,32612.96
T0002549,2023-06-03 05:22:00,Best Buy,Groceries,923.58,Debit at Best Buy for Groceries,31689.38
T0002550,2023-06-03 10:19:00,Airbnb,Groceries,200.08,Debit at Airbnb for Groceries,31489.3
T0002551,2023-06-03 14:22:00,Uber,Shopping,957.79,Debit at Uber for Shopping,30531.51
T0002554,2023-06-04 04:18:00,Costco,Shopping,233.11,Debit at Costco for Shopping,30705.67
T0002555,2023-06-04 04:27:00,Starbucks,Dining,614.94,Debit at Starbucks for Dining,30090.73
T0002557,2023-06-04 07:33:00,Best Buy,Travel,17.8,Debit at Best Buy for Travel,30933.35
T0002558,2023-06-04 16:37:00,Walmart,Travel,828.5,Debit at Walmart for Travel,30104.85
T0002560,2023-06-05 00:18:00,Amazon,Dining,5.37,Debit at Amazon for Dining,30341.23
T0002564,2023-06-05 05:56:00,Best Buy,Healthcare,601.48,Debit at Best Buy for Healthcare,30839.01
T0002567,2023-06-05 23:35:00,Walmart,Entertainment,386.26,Debit at Walmart for Entertainment,31458.89
T0002570,2023-06-06 16:13:00,Costco,Utilities,83.0,Debit at Costco for Utilities,31857.71
T0002571,2023-06-06 18:47:00,Airbnb,Travel,102.04,Debit at Airbnb for Travel,31755.67
T0002573,2023-06-07 06:46:00,Netflix,Healthcare,848.43,Debit at Netflix for Healthcare,31863.3
T0002574,2023-06-07 12:27:00,Apple Store,Groceries,868.35,Debit at Apple Store for Groceries,30994.95
T0002575,2023-06-07 18:10:00,Best Buy,Travel,422.16,Debit at Best Buy for Travel,30572.79
T0002577,2023-06-08 01:54:00,Target,Groceries,593.07,Debit at Target for Groceries,30023.26
T0002582,2023-06-09 15:47:00,Best Buy,Travel,737.8,Debit at Best Buy for Travel,30995.32
T0002583,2023-06-09 19:06:00,Walmart,Travel,826.84,Debit at Walmart for Travel,30168.48
T0002592,2023-06-11 10:23:00,Target,Travel,632.44,Debit at Target for Travel,35021.23
T0002598,2023-06-12 17:01:00,Starbucks,Utilities,674.73,Debit at Starbucks for Utilities,35860.75
T0002599,2023-06-12 19:30:00,Netflix,Entertainment,160.38,Debit at Netflix for Entertainment,35700.37
T0002600,2023-06-13 07:43:00,Best Buy,Healthcare,312.32,Debit at Best Buy for Healthcare,35388.05
T0002601,2023-06-13 08:58:00,Apple Store,Utilities,339.32,Debit at Apple Store for Utilities,35048.73
T0002604,2023-06-13 22:56:00,Airbnb,Travel,583.25,Debit at Airbnb for Travel,35369.71
T0002605,2023-06-13 23:38:00,Starbucks,Healthcare,746.82,Debit at Starbucks for Healthcare,34622.89
